1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
653, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 5, 1, 1
654, savanna, minecraft:savanna, CREATURE, wildernature:bison, 14, 3, 6
655, savanna, minecraft:savanna, CREATURE, wildernature:boar, 14, 4, 5
656, savanna, minecraft:savanna, CREATURE, wildernature:cassowary, 7, 3, 5
657, savanna, minecraft:savanna, CREATURE, bewitchment:snake, 6, 1, 2
658, savanna, minecraft:savanna, CREATURE, meadow:water_buffalo, 5, 2, 3
659, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
660, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
661, private, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
662, private, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
663, private, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
664, private, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
665, private, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
666, private, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
667, private, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 10, 1, 4
668, private, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
669, private, minecraft:savanna_plateau, MONSTER, bewitchment:ghost, 20, 1, 1
670, private, minecraft:savanna_plateau, CREATURE, minecraft:horse, 5, 2, 6
671, private, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 5, 1, 1
672, private, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
673, private, minecraft:savanna_plateau, CREATURE, wildernature:bison, 14, 3, 6
674, private, minecraft:savanna_plateau, CREATURE, wildernature:boar, 14, 4, 5
675, private, minecraft:savanna_plateau, CREATURE, wildernature:cassowary, 7, 3, 5
676, private, minecraft:savanna_plateau, CREATURE, bewitchment:snake, 6, 1, 2
677, private, minecraft:savanna_plateau, CREATURE, meadow:water_buffalo, 5, 2, 3
678, private, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
679, private, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
680, private, minecraft:small_end_islands, MONSTER, minecraft:enderman, 10, 4, 4
681, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
682, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
683, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
684, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
685, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
686, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
687, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 10, 1, 4
688, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
689, beach, minecraft:snowy_beach, MONSTER, bewitchment:ghost, 20, 1, 1
690, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
691, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
692, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
693, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
694, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
695, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
696, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 80, 4, 4
697, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
698, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 10, 1, 4
699, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
700, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
701, icy, minecraft:snowy_plains, MONSTER, bewitchment:ghost, 20, 1, 1
702, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
703, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 5, 1, 2
704, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
705, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
706, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
707, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
708, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
709, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
710, icy, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
711, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
712, icy, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 10, 1, 4
713, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
714, icy, minecraft:snowy_slopes, MONSTER, bewitchment:ghost, 20, 1, 1
715, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
716, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
717, icy, minecraft:snowy_slopes, CREATURE, wildernature:minisheep, 13, 3, 6
718, icy, minecraft:snowy_slopes, CREATURE, minecraft:sheep, 6, 2, 3
719, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
720, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
721, icy, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
722, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
723, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
724, icy, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
725, icy, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
726, icy, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
727, icy, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 10, 1, 4
728, icy, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
729, icy, minecraft:snowy_taiga, MONSTER, bewitchment:ghost, 20, 1, 1
730, icy, minecraft:snowy_taiga, MONSTER, bewitchment:vampire, 20, 1, 1
731, icy, minecraft:snowy_taiga, MONSTER, bewitchment:werewolf, 20, 1, 1
732, icy, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
733, icy, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
734, icy, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
735, icy, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
736, icy, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
737, icy, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
738, icy, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
739, icy, minecraft:snowy_taiga, CREATURE, bewitchment:owl, 10, 1, 2
740, icy, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
741, icy, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
742, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
743, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
744, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
745, nether, minecraft:soul_sand_valley, MONSTER, bewitchment:hellhound, 6, 1, 1
746, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
747, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
748, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
749, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
750, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
751, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
752, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
753, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
754, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
755, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
756, jungle, minecraft:sparse_jungle, MONSTER, bewitchment:ghost, 20, 1, 1
757, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
758, jungle, minecraft:sparse_jungle, CREATURE, minecraft:frog, 8, 3, 4
759, jungle, minecraft:sparse_jungle, CREATURE, bewitchment:toad, 10, 1, 3
760, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
761, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
762, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
763, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
764, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
765, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
766, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
767, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
768, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 10, 1, 4
769, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
770, extreme_hills, minecraft:stony_peaks, MONSTER, bewitchment:ghost, 20, 1, 1
771, extreme_hills, minecraft:stony_peaks, CREATURE, wildernature:minisheep, 13, 3, 6
772, extreme_hills, minecraft:stony_peaks, CREATURE, minecraft:sheep, 6, 2, 3
773, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
774, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
775, private, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
776, private, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
777, private, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
778, private, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
779, private, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
780, private, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
781, private, minecraft:stony_shore, MONSTER, minecraft:enderman, 10, 1, 4
782, private, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
783, private, minecraft:stony_shore, MONSTER, bewitchment:ghost, 20, 1, 1
784, private, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
785, private, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
786, private, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
787, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
788, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
789, private, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
790, private, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
791, private, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
792, private, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 10, 1, 4
793, private, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
794, private, minecraft:sunflower_plains, MONSTER, bewitchment:ghost, 20, 1, 1
795, private, minecraft:sunflower_plains, MONSTER, bewitchment:vampire, 20, 1, 1
796, private, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
797, private, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
798, private, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
799, private, minecraft:sunflower_plains, CREATURE, minecraft:cow, 8, 4, 4
800, private, minecraft:sunflower_plains, CREATURE, minecraft:horse, 5, 2, 6
801, private, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 5, 1, 3
802, private, minecraft:sunflower_plains, CREATURE, wildernature:raccoon, 12, 2, 3
803, private, minecraft:sunflower_plains, CREATURE, bewitchment:raven, 10, 1, 3
804, private, minecraft:sunflower_plains, CREATURE, bewitchment:snake, 6, 1, 2
805, private, minecraft:sunflower_plains, CREATURE, wildernature:squirrel, 10, 2, 2
806, private, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
807, private, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
808, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
809, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
810, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
811, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
812, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
813, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
814, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 10, 1, 4
815, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
816, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
817, swamp, minecraft:swamp, MONSTER, bewitchment:ghost, 20, 1, 1
818, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
819, swamp, minecraft:swamp, CREATURE, bewitchment:toad, 10, 1, 3
820, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
821, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
822, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
823, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
824, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
825, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
826, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
827, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
828, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
829, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
830, taiga, minecraft:taiga, MONSTER, bewitchment:ghost, 20, 1, 1
831, taiga, minecraft:taiga, MONSTER, bewitchment:vampire, 20, 1, 1
832, taiga, minecraft:taiga, MONSTER, bewitchment:werewolf, 20, 1, 1
833, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
834, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
835, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
836, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
837, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
838, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
839, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
840, taiga, minecraft:taiga, CREATURE, bewitchment:owl, 10, 1, 2
841, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
842, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
843, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
844, private, ad_astra:venus_wastelands, MONSTER, ad_astra:mogler, 80, 1, 3
845, private, ad_astra:venus_wastelands, MONSTER, ad_astra:sulfur_creeper, 80, 1, 3
846, private, ad_astra:venus_wastelands, MONSTER, ad_astra:zombified_pygro, 80, 1, 2
847, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
848, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
849, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
850, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
851, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
852, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
853, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
854, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
855, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
856, ocean, minecraft:warm_ocean, MONSTER, bewitchment:ghost, 20, 1, 1
857, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
858, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
859, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
860, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
861, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
862, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
863, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
864, nether, minecraft:warped_forest, MONSTER, bewitchment:hellhound, 6, 1, 1
865, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
866, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 3, 4, 4
867, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
868, private, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
869, private, minecraft:windswept_forest, MONSTER, minecraft:zombie, 80, 4, 4
870, private, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
871, private, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
872, private, minecraft:windswept_forest, MONSTER, minecraft:creeper, 80, 4, 4
873, private, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
874, private, minecraft:windswept_forest, MONSTER, minecraft:enderman, 10, 1, 4
875, private, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
876, private, minecraft:windswept_forest, MONSTER, bewitchment:ghost, 20, 1, 1
877, private, minecraft:windswept_forest, CREATURE, minecraft:sheep, 12, 4, 4
878, private, minecraft:windswept_forest, CREATURE, minecraft:pig, 10, 4, 4
879, private, minecraft:windswept_forest, CREATURE, minecraft:chicken, 10, 4, 4
880, private, minecraft:windswept_forest, CREATURE, minecraft:cow, 8, 4, 4
881, private, minecraft:windswept_forest, CREATURE, minecraft:llama, 5, 4, 6
882, private, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
883, private, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
884, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
885, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
886, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
887, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
888, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 80, 4, 4
889, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
890, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 10, 1, 4
891, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
892, private, minecraft:windswept_gravelly_hills, MONSTER, bewitchment:ghost, 20, 1, 1
893, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
894, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
895, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
896, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 8, 4, 4
897, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
898, private, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
899, private, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
900, private, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
901, private, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
902, private, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
903, private, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
904, private, minecraft:windswept_hills, MONSTER, minecraft:creeper, 80, 4, 4
905, private, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
906, private, minecraft:windswept_hills, MONSTER, minecraft:enderman, 10, 1, 4
907, private, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
908, private, minecraft:windswept_hills, MONSTER, bewitchment:ghost, 20, 1, 1
909, private, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
910, private, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
911, private, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
912, private, minecraft:windswept_hills, CREATURE, minecraft:cow, 8, 4, 4
913, private, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
914, private, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
915, private, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
916, private, minecraft:windswept_savanna, MONSTER, minecraft:spider, 80, 4, 4
917, private, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 80, 4, 4
918, private, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
919, private, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
920, private, minecraft:windswept_savanna, MONSTER, minecraft:creeper, 80, 4, 4
921, private, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
922, private, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 10, 1, 4
923, private, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
924, private, minecraft:windswept_savanna, MONSTER, bewitchment:ghost, 20, 1, 1
925, private, minecraft:windswept_savanna, CREATURE, minecraft:horse, 5, 2, 6
926, private, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 5, 1, 1
927, private, minecraft:windswept_savanna, CREATURE, wildernature:bison, 14, 3, 6
928, private, minecraft:windswept_savanna, CREATURE, wildernature:boar, 14, 4, 5
929, private, minecraft:windswept_savanna, CREATURE, wildernature:cassowary, 7, 3, 5
930, private, minecraft:windswept_savanna, CREATURE, bewitchment:snake, 6, 1, 2
931, private, minecraft:windswept_savanna, CREATURE, meadow:water_buffalo, 5, 2, 3
932, private, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
933, private, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
934, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
935, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
936, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
937, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
938, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
939, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
940, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
941, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
942, badlands, minecraft:wooded_badlands, MONSTER, bewitchment:ghost, 20, 1, 1
943, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
944, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
